# file...... Load671Power.csv
# date...... Mon Aug 20 21:10:59 2018
# user...... xinyuehu
# host...... (null)
# trigger... (none)
# interval.. 3600
# limit..... 0
# timestamp,l671:constant_power_A,l671:constant_power_B,l671:constant_power_C,l6711:constant_power_A,l6711:constant_power_B,l6711:constant_power_C
2000-01-02 14:01:00 EST,+272971+160571j,+11536.5+6642.21j,+902.623+524.602j,+47102.5+18452.5j,+103910+91684.9j,+278421+203535j
2000-01-02 15:01:00 EST,+263461+154977j,+10824.1+6232.07j,+847.29+492.442j,+46292.5+18135.2j,+101200+89293.8j,+265587+194153j
2000-01-02 16:01:00 EST,+272249+160146j,+11468.9+6603.3j,+871.499+506.512j,+47402.4+18570j,+101417+89485.6j,+275670+201524j
2000-01-02 17:01:00 EST,+298212+175419j,+14200.5+8176.03j,+1009.83+586.911j,+55890.3+21895.2j,+118683+104720j,+326006+238322j
2000-01-02 18:01:00 EST,+298967+175863j,+15101.8+8694.95j,+1089.37+633.14j,+59983.4+23498.6j,+128369+113267j,+348959+255101j
2000-01-02 19:01:00 EST,+293370+172570j,+14925+8593.17j,+1096.29+637.16j,+59774.8+23416.9j,+126808+111889j,+347318+253902j
2000-01-02 20:01:00 EST,+286474+168514j,+14528.1+8364.64j,+1011.56+587.916j,+58113.7+22766.2j,+123839+109269j,+339691+248326j
2000-01-02 21:01:00 EST,+272985+160579j,+13611.2+7836.74j,+1040.96+605j,+56160.3+22000.9j,+119040+105035j,+325434+237904j
2000-01-02 22:01:00 EST,+255857+150504j,+12410+7145.17j,+956.228+555.756j,+54916.3+21513.6j,+118795+104819j,+315243+230454j
2000-01-02 23:01:00 EST,+238756+140445j,+10961+6310.9j,+831.728+483.397j,+49959.2+19571.6j,+108693+95906j,+287850+210428j
2000-01-03 00:01:00 EST,+224417+132010j,+9792.83+5638.3j,+731.436+425.108j,+45741.3+17919.3j,+101161+89259.4j,+264739+193533j
2000-01-03 01:01:00 EST,+214387+126110j,+9278.06+5341.91j,+702.04+408.024j,+43890.2+17194.1j,+96942+85537.1j,+252110+184301j
2000-01-03 02:01:00 EST,+213070+125335j,+9163.67+5276.05j,+684.749+397.974j,+43042.9+16862.2j,+95299.9+84088.1j,+246541+180230j
2000-01-03 03:01:00 EST,+208567+122687j,+9092.6+5235.13j,+655.353+380.889j,+42979.6+16837.4j,+94859+83699.1j,+247021+180581j
2000-01-03 04:01:00 EST,+213251+125442j,+9215.66+5305.99j,+653.624+379.884j,+43556.9+17063.5j,+97466.9+86000.2j,+252937+184905j
2000-01-03 05:01:00 EST,+219695+129232j,+9707.9+5589.4j,+696.853+405.009j,+44041.1+17253.2j,+99065.6+87410.8j,+258118+188693j
2000-01-03 06:01:00 EST,+232390+136700j,+10564.1+6082.38j,+778.124+452.243j,+47447+18587.5j,+107090+94491.5j,+275822+201635j
2000-01-03 07:01:00 EST,+248363+146096j,+12073.8+6951.57j,+819.624+476.362j,+50992.7+19976.5j,+113611+100245j,+293832+214802j
2000-01-03 08:01:00 EST,+263054+154737j,+13697.8+7886.63j,+963.144+559.776j,+54661.2+21413.7j,+119653+105576j,+314321+229780j
2000-01-03 09:01:00 EST,+272414+160244j,+13763.7+7924.55j,+970.061+563.796j,+55715.2+21826.6j,+116982+103220j,+317273+231937j
2000-01-03 10:01:00 EST,+271220+159541j,+13373.7+7700.02j,+940.665+546.711j,+50452.6+19765j,+107465+94822.3j,+298537+218241j
2000-01-03 11:01:00 EST,+265357+156092j,+12401.4+7140.18j,+845.561+491.437j,+44569.9+17460.4j,+97966.3+86440.9j,+277209+202649j
2000-01-03 12:01:00 EST,+253250+148971j,+11451.5+6593.32j,+814.436+473.347j,+40396.8+15825.5j,+90457.4+79815.4j,+259166+189459j
2000-01-03 13:01:00 EST,+242393+142584j,+10607.5+6107.32j,+755.645+439.178j,+37413.5+14656.8j,+87134.2+76883.1j,+245114+179187j
2000-01-03 14:01:00 EST,+233688+137463j,+9822.3+5655.26j,+714.145+415.058j,+35292.5+13825.9j,+83491.4+73668.9j,+233158+170447j
2000-01-03 15:01:00 EST,+230593+135643j,+9664.57+5564.45j,+686.478+398.979j,+34612.8+13559.6j,+82551.1+72839.2j,+231924+169545j
2000-01-03 16:01:00 EST,+239145+140674j,+10640.4+6126.29j,+755.645+439.178j,+36685.4+14371.6j,+86192.4+76052.1j,+243430+177956j
2000-01-03 17:01:00 EST,+260277+153104j,+12489.8+7191.08j,+892.248+518.572j,+44283.2+17348j,+101062+89172j,+284277+207816j
2000-01-03 18:01:00 EST,+262623+154484j,+13313.1+7665.09j,+914.728+531.637j,+46851.1+18354.1j,+111624+98491.6j,+303213+221659j
2000-01-03 19:01:00 EST,+254865+149921j,+12767.1+7350.74j,+942.394+547.716j,+45314.8+17752.2j,+108332+95587.1j,+296294+216601j
2000-01-03 20:01:00 EST,+249118+146540j,+12025.3+6923.63j,+869.769+505.507j,+43486.1+17035.8j,+104380+92100.4j,+285516+208722j
2000-01-03 21:01:00 EST,+238563+140331j,+11084.1+6381.76j,+843.832+490.432j,+40983.3+16055.3j,+97603.4+86120.6j,+267269+195383j
2000-01-03 22:01:00 EST,+223594+131526j,+9879.5+5688.19j,+781.582+454.253j,+38895.8+15237.5j,+95962.7+84673j,+252727+184752j
2000-01-03 23:01:00 EST,+205594+120937j,+8527.56+4909.81j,+669.186+388.929j,+34488+13510.8j,+85384+75338.9j,+226398+165505j
2000-01-04 00:01:00 EST,+187483+110284j,+7201.63+4146.39j,+572.353+332.65j,+30361.3+11894.1j,+75598.7+66704.7j,+199832+146084j
2000-01-04 01:01:00 EST,+181253+106619j,+6646.99+3827.06j,+546.416+317.575j,+28158.4+11031.1j,+70261.3+61995.3j,+186100+136045j
2000-01-04 02:01:00 EST,+177903+104649j,+6407.81+3689.34j,+534.312+310.54j,+27083.9+10610.2j,+67112+59216.5j,+177878+130035j
2000-01-04 03:01:00 EST,+174449+102617j,+6348.88+3655.41j,+539.499+313.555j,+26717+10466.5j,+65111.4+57451.3j,+173126+126561j
2000-01-04 04:01:00 EST,+176384+103756j,+6295.15+3624.48j,+530.853+308.53j,+26988.9+10573j,+66048.7+58278.3j,+174754+127751j
2000-01-04 05:01:00 EST,+178591+105054j,+6612.33+3807.1j,+565.437+328.63j,+26996.3+10575.9j,+64991.4+57345.4j,+175317+128163j
2000-01-04 06:01:00 EST,+190124+111837j,+7210.3+4151.38j,+598.291+347.724j,+29622+11604.5j,+70268.8+62001.9j,+188549+137836j
2000-01-04 07:01:00 EST,+207218+121893j,+8711.29+5015.59j,+648.436+376.869j,+33890.2+13276.6j,+81625.8+72022.8j,+216207+158054j
2000-01-04 08:01:00 EST,+225641+132730j,+10744.4+6186.16j,+835.186+485.407j,+40698.4+15943.7j,+96744.1+85362.4j,+252115+184305j
2000-01-04 09:01:00 EST,+241778+142222j,+11874.5+6836.81j,+900.894+523.597j,+43750.6+17139.4j,+102108+90095.7j,+269770+197211j
2000-01-04 10:01:00 EST,+239764+141038j,+11408.2+6568.37j,+840.374+488.422j,+41707.7+16339.1j,+96756.1+85373j,+264844+193610j
2000-01-04 11:01:00 EST,+237804+139885j,+10922.9+6288.95j,+857.665+498.472j,+38860.4+15223.7j,+91124.8+80404.2j,+258223+188770j
2000-01-04 12:01:00 EST,+241026+141780j,+10586.7+6095.35j,+831.728+483.397j,+37581.1+14722.5j,+89925.1+79345.6j,+254963+186387j
2000-01-04 13:01:00 EST,+237492+139701j,+10241.7+5896.76j,+866.311+503.497j,+36357.6+14243.2j,+88639.8+78211.6j,+250051+182796j
2000-01-04 14:01:00 EST,+239962+141154j,+9966.16+5738.09j,+772.936+449.228j,+35588.5+13941.9j,+86678.3+76480.8j,+244040+178402j
2000-01-04 15:01:00 EST,+243855+143444j,+10122.2+5827.9j,+721.061+419.078j,+35078.3+13742j,+85607.5+75536j,+246449+180163j
2000-01-04 16:01:00 EST,+258768+152217j,+11122.2+6403.71j,+767.749+446.213j,+37467.5+14678j,+88188.4+77813.3j,+259106+189415j
2000-01-04 17:01:00 EST,+277893+163466j,+13190+7594.24j,+852.478+495.457j,+44519.7+17440.7j,+104886+92546.3j,+305283+223172j
2000-01-04 18:01:00 EST,+280086+164756j,+13944+8028.34j,+824.811+479.377j,+46577.4+18246.8j,+114050+100633j,+319925+233877j
2000-01-04 19:01:00 EST,+275055+161797j,+13344.3+7683.05j,+810.978+471.338j,+44864.2+17575.7j,+111679+98540.6j,+313939+229500j
2000-01-04 20:01:00 EST,+270322+159013j,+12557.4+7229.99j,+855.936+497.467j,+42691+16724.3j,+106829+94261.2j,+298577+218270j
2000-01-04 21:01:00 EST,+261070+153570j,+10858.8+6252.02j,+797.144+463.298j,+38750.6+15180.6j,+96975+85566.2j,+269504+197017j
2000-01-04 22:01:00 EST,+241781+142224j,+9257.26+5329.94j,+689.936+400.989j,+35357.6+13851.4j,+89194.7+78701.2j,+240772+176013j
2000-01-04 23:01:00 EST,+223475+131456j,+7865.47+4528.6j,+586.186+340.69j,+30251.5+11851.1j,+75639.1+66740.4j,+206905+151255j
2000-01-05 00:01:00 EST,+216192+127172j,+7075.11+4073.55j,+536.041+311.545j,+27286.8+10689.7j,+66839+58975.6j,+184780+135081j
2000-01-05 01:01:00 EST,+213265+125450j,+6789.12+3908.89j,+525.666+305.515j,+25759.8+10091.5j,+62768.9+55384.3j,+173951+127164j
2000-01-05 02:01:00 EST,+214246+126027j,+6939.91+3995.71j,+518.749+301.495j,+25236.6+9886.49j,+61144.8+53951.3j,+171836+125618j
2000-01-05 03:01:00 EST,+220571+129747j,+7428.69+4277.12j,+508.374+295.465j,+25495.4+9987.89j,+61437.2+54209.3j,+177026+129412j
2000-01-05 04:01:00 EST,+227082+133577j,+8250.25+4750.14j,+520.478+302.5j,+26886.5+10532.8j,+65064.9+57410.2j,+193200+141236j
2000-01-05 05:01:00 EST,+254405+149650j,+9914.16+5708.15j,+593.103+344.71j,+30033.6+11765.7j,+76261.5+67289.6j,+224350+164008j
2000-01-05 06:01:00 EST,+297445+174968j,+12503.6+7199.06j,+745.27+433.148j,+38344.6+15021.6j,+100165+88380.7j,+286728+209608j
2000-01-05 07:01:00 EST,+318055+187091j,+12475.9+7183.09j,+750.457+436.163j,+41044.8+16079.4j,+101492+89551.8j,+297365+217384j
2000-01-05 08:01:00 EST,+315144+185379j,+11779.1+6781.92j,+759.103+441.188j,+39543.9+15491.4j,+91807.1+81006.3j,+280384+204971j
2000-01-05 09:01:00 EST,+313575+184456j,+11841.5+6817.85j,+705.499+410.033j,+39339+15411.2j,+89625.1+79081j,+282404+206447j
2000-01-05 10:01:00 EST,+316280+186047j,+11950.7+6880.72j,+727.978+423.098j,+39948+15649.7j,+88750.8+78309.5j,+287619+210260j
2000-01-05 11:01:00 EST,+309817+182245j,+11692.5+6732.03j,+743.54+432.143j,+40465.7+15852.5j,+87707+77388.6j,+291633+213194j
2000-01-05 12:01:00 EST,+308698+181587j,+11635.3+6699.1j,+757.374+440.183j,+40696.6+15943j,+86481.8+76307.5j,+287272+210006j
2000-01-05 13:01:00 EST,+306749+180440j,+11364.9+6543.42j,+670.916+389.934j,+40787.8+15978.7j,+86262.8+76114.3j,+286962+209779j
2000-01-05 14:01:00 EST,+301041+177083j,+11238.4+6470.57j,+684.749+397.974j,+40769.2+15971.4j,+85853.4+75753j,+283352+207140j
2000-01-05 15:01:00 EST,+300632+176843j,+11432.5+6582.34j,+689.936+400.989j,+42145.4+16510.6j,+84778.2+74804.3j,+286368+209345j
2000-01-05 16:01:00 EST,+307412+180831j,+12765.3+7349.75j,+767.749+446.213j,+46383.7+18170.9j,+94536.6+83414.6j,+310877+227262j
2000-01-05 17:01:00 EST,+332774+195749j,+14736+8484.39j,+956.228+555.756j,+53955.4+21137.2j,+113756+100373j,+350205+256012j
2000-01-05 18:01:00 EST,+341195+200703j,+15691.1+9034.25j,+970.061+563.796j,+56579.3+22165.1j,+121298+107028j,+367673+268782j
2000-01-05 19:01:00 EST,+339109+199476j,+15691.1+9034.25j,+985.623+572.841j,+55311.1+21668.3j,+121057+106815j,+368440+269343j
2000-01-05 20:01:00 EST,+331214+194832j,+15084.4+8684.98j,+926.832+538.671j,+52679.8+20637.5j,+115486+101899j,+354737+259325j
2000-01-05 21:01:00 EST,+317866+186980j,+13852.1+7975.45j,+926.832+538.671j,+50532.7+19796.3j,+107650+94985j,+333703+243948j
2000-01-05 22:01:00 EST,+296469+174394j,+12183+7014.44j,+899.165+522.592j,+47948+18783.7j,+102201+90177.7j,+314076+229600j
2000-01-05 23:01:00 EST,+274697+161586j,+10947.2+6302.92j,+743.54+432.143j,+43754.3+17140.9j,+91781.7+80983.8j,+287929+210486j
2000-01-06 00:01:00 EST,+264883+155813j,+10023.4+5771.02j,+731.436+425.108j,+41910.7+16418.6j,+85768+75677.6j,+273606+200016j
2000-01-06 01:01:00 EST,+264967+155863j,+9761.64+5620.34j,+721.061+419.078j,+42549.5+16668.9j,+85508.5+75448.7j,+273175+199701j
2000-01-06 02:01:00 EST,+263529+155017j,+9926.29+5715.14j,+707.228+411.038j,+43907+17200.7j,+88618.8+78193.1j,+281776+205988j
2000-01-06 03:01:00 EST,+266455+156738j,+10311.1+5936.68j,+721.061+419.078j,+45756.2+17925.1j,+94449.6+83337.9j,+297996+217846j
2000-01-06 04:01:00 EST,+276800+162823j,+11252.2+6478.55j,+781.582+454.253j,+49439.6+19368.1j,+104061+91818.5j,+325055+237626j
2000-01-06 05:01:00 EST,+304237+178963j,+13302.7+7659.1j,+807.519+469.328j,+53724.5+21046.7j,+120307+106153j,+362084+264696j
2000-01-06 06:01:00 EST,+345624+203308j,+15772.5+9081.15j,+985.623+572.841j,+63959.2+25056.2j,+151812+133952j,+435708+318518j
2000-01-06 07:01:00 EST,+367491+216171j,+15585.3+8973.38j,+1001.19+581.886j,+67661.3+26506.5j,+156271+137886j,+449702+328748j
2000-01-06 08:01:00 EST,+356294+209585j,+13521+7784.84j,+994.269+577.866j,+61638.9+24147.2j,+141304+124680j,+414088+302712j
2000-01-06 09:01:00 EST,+352219+207188j,+13919.7+8014.37j,+933.748+542.691j,+56346.5+22073.9j,+130179+114864j,+381862+279154j
2000-01-06 10:01:00 EST,+347394+204349j,+13814+7953.49j,+897.436+521.587j,+52625.8+20616.3j,+121558+107257j,+363340+265614j
2000-01-06 11:01:00 EST,+339714+199832j,+13321.7+7670.08j,+911.269+529.627j,+49648.2+19449.8j,+113932+100528j,+345437+252527j
2000-01-06 12:01:00 EST,+337518+198540j,+13264.5+7637.15j,+900.894+523.597j,+46426.6+18187.7j,+107755+95077.7j,+325859+238214j
2000-01-06 13:01:00 EST,+336001+197648j,+12186.4+7016.44j,+902.623+524.602j,+44853+17571.3j,+104802+92472.2j,+319315+233430j
2000-01-06 14:01:00 EST,+332481+195577j,+12214.2+7032.4j,+862.853+501.487j,+44430.3+17405.7j,+104073+91829.1j,+321367+234931j
2000-01-06 15:01:00 EST,+332751+195736j,+12503.6+7199.06j,+914.728+531.637j,+47123+18460.6j,+110661+97642.1j,+336396+245917j
2000-01-06 16:01:00 EST,+349861+205800j,+14713.5+8471.42j,+1027.12+596.961j,+53728.3+21048.2j,+126060+111229j,+373676+273170j
2000-01-06 17:01:00 EST,+393944+231732j,+18445.2+10620j,+1167.19+678.364j,+66110+25898.8j,+154192+136052j,+440405+321951j
2000-01-06 18:01:00 EST,+402351+236677j,+20409+11750.6j,+1281.31+744.693j,+72398.7+28362.4j,+170468+150413j,+484792+354399j
2000-01-06 19:01:00 EST,+403435+237315j,+20672.4+11902.3j,+1321.08+767.808j,+75283.2+29492.4j,+175341+154712j,+498104+364131j
2000-01-06 20:01:00 EST,+398183+234225j,+20266.8+11668.8j,+1321.08+767.808j,+76085.9+29806.8j,+175617+154956j,+494117+361217j
2000-01-06 21:01:00 EST,+388163+228331j,+18790.1+10818.5j,+1322.81+768.813j,+74214.3+29073.7j,+168992+149111j,+475338+347489j
2000-01-06 22:01:00 EST,+368675+216868j,+17114.1+9853.55j,+1222.52+710.524j,+73663.1+28857.7j,+167353+147665j,+461807+337596j
2000-01-06 23:01:00 EST,+349166+205392j,+15800.3+9097.12j,+1134.33+659.27j,+70022.5+27431.5j,+157353+138841j,+437993+320188j
2000-01-07 00:01:00 EST,+344848+202852j,+15325.4+8823.69j,+1127.41+655.25j,+68817.7+26959.5j,+153889+135785j,+429844+314231j
2000-01-07 01:01:00 EST,+344882+202872j,+15287.2+8801.73j,+1122.23+652.235j,+70255.3+27522.7j,+154620+136429j,+433122+316627j
2000-01-07 02:01:00 EST,+345362+203154j,+15630.4+8999.32j,+1117.04+649.22j,+72430.4+28374.8j,+157971+139386j,+442774+323683j
2000-01-07 03:01:00 EST,+351964+207038j,+16337.6+9406.48j,+1123.96+653.24j,+74566.3+29211.5j,+163517+144280j,+458319+335047j
2000-01-07 04:01:00 EST,+362450+213206j,+17693+10186.9j,+1170.64+680.374j,+79011.4+30952.9j,+171555+151372j,+481169+351751j
2000-01-07 05:01:00 EST,+389182+228931j,+19840.5+11423.3j,+1217.33+707.509j,+82395+32278.5j,+179486+158370j,+512260+374480j
2000-01-07 06:01:00 EST,+431417+253775j,+22442.1+12921.2j,+1352.21+785.898j,+92670.6+36304j,+204919+180811j,+576198+421220j
2000-01-07 07:01:00 EST,+445779+262223j,+22241+12805.4j,+1383.33+803.987j,+92946.2+36411.9j,+200511+176922j,+556937+407140j
2000-01-07 08:01:00 EST,+426435+250844j,+19537.1+11248.7j,+1352.21+785.898j,+86138+33744.8j,+184409+162714j,+512932+374971j
2000-01-07 09:01:00 EST,+412323+242543j,+18429.6+10611j,+1281.31+744.693j,+84765.6+33207.1j,+173668+153237j,+527294+385470j
2000-01-07 10:01:00 EST,+403756+237503j,+16791.7+9667.94j,+1210.41+703.489j,+76056.1+29795.2j,+161307+142329j,+469658+343336j
2000-01-07 11:01:00 EST,+390798+229881j,+15444.9+8892.54j,+1160.27+674.344j,+71188.3+27888.2j,+149224+131668j,+440635+322119j
2000-01-07 12:01:00 EST,+378858+222858j,+15006.4+8640.07j,+1099.75+639.17j,+67050.5+26267.2j,+139537+123121j,+411598+300892j
2000-01-07 13:01:00 EST,+370001+217648j,+14223+8189j,+1051.33+611.03j,+64491.8+25264.8j,+134290+118491j,+395149+288867j
2000-01-07 14:01:00 EST,+363872+214043j,+13578.2+7817.77j,+1011.56+587.916j,+63638.9+24930.7j,+131066+115646j,+385397+281738j
2000-01-07 15:01:00 EST,+365843+215202j,+13944+8028.34j,+1054.79+613.04j,+65398.7+25620.1j,+136414+120365j,+391558+286242j
2000-01-07 16:01:00 EST,+377581+222106j,+15847.1+9124.06j,+1139.52+662.284j,+71270.2+27920.3j,+155672+137358j,+427248+312333j
2000-01-07 17:01:00 EST,+419784+246932j,+18970.4+10922.3j,+1357.39+788.912j,+83471.4+32700.1j,+177223+156373j,+485917+355222j
2000-01-07 18:01:00 EST,+418674+246279j,+19627.3+11300.5j,+1402.35+815.042j,+88948.1+34845.6j,+188274+166124j,+493063+360446j
2000-01-07 19:01:00 EST,+419257+246622j,+20152.4+11602.9j,+1322.81+768.813j,+88391.3+34627.5j,+188007+165888j,+525870+384429j
2000-01-07 20:01:00 EST,+414966+244098j,+21566.8+12417.2j,+1322.81+768.813j,+87750.7+34376.6j,+187762+165673j,+535724+391632j
2000-01-07 21:01:00 EST,+395166+232450j,+19921.9+11470.2j,+1267.48+736.653j,+84894.1+33257.5j,+178982+157925j,+508045+371398j
2000-01-07 22:01:00 EST,+371337+218433j,+17826.4+10263.7j,+1193.12+693.439j,+83596.1+32749j,+175425+154786j,+492293+359883j
2000-01-07 23:01:00 EST,+349042+205319j,+16337.6+9406.48j,+1117.04+649.22j,+80247.9+31437.3j,+165146+145717j,+466245+340841j
2000-01-08 00:01:00 EST,+345408+203181j,+16036+9232.84j,+1094.56+636.155j,+79449+31124.3j,+159351+140604j,+458222+334976j
2000-01-08 01:01:00 EST,+341398+200823j,+16382.6+9432.42j,+1080.73+628.115j,+80981.6+31724.7j,+155414+137130j,+459152+335656j
2000-01-08 02:01:00 EST,+341902+201119j,+17006.6+9791.68j,+1051.33+611.03j,+82871.7+32465.2j,+154353+136193j,+465121+340020j
2000-01-08 03:01:00 EST,+345189+203052j,+17698.2+10189.9j,+1084.19+630.125j,+85026.3+33309.3j,+154894+136671j,+474127+346603j
2000-01-08 04:01:00 EST,+355225+208956j,+19311.8+11118.9j,+1117.04+649.22j,+86583.1+33919.1j,+159075+140360j,+492832+360277j
2000-01-08 05:01:00 EST,+381009+224123j,+21478.4+12366.3j,+1155.08+671.329j,+87843.8+34413j,+170491+150433j,+524428+383375j
2000-01-08 06:01:00 EST,+417786+245757j,+23700.4+13645.7j,+1296.87+753.738j,+97048.7+38019.1j,+196242+173154j,+587965+429823j
2000-01-08 07:01:00 EST,+440078+258869j,+22527+12970.1j,+1308.98+760.773j,+96614.8+37849.1j,+194277+171421j,+566066+413814j
2000-01-08 08:01:00 EST,+419905+247003j,+21391.7+12316.4j,+1264.02+734.643j,+89329.8+34995.2j,+177269+156414j,+544956+398381j
2000-01-08 09:01:00 EST,+402482+236754j,+20623.9+11874.4j,+1170.64+680.374j,+84787.9+33215.9j,+162323+143227j,+540516+395136j
2000-01-08 10:01:00 EST,+388848+228734j,+17585.5+10125j,+1103.21+641.18j,+74478.8+29177.3j,+147537+130179j,+466489+341019j
2000-01-08 11:01:00 EST,+378743+222790j,+16564.6+9537.21j,+1075.54+625.1j,+66825.1+26178.9j,+138639+122329j,+433934+317221j
2000-01-08 12:01:00 EST,+374602+220354j,+15784.7+9088.14j,+1061.71+617.06j,+63132.4+24732.3j,+133896+118143j,+411963+301159j
2000-01-08 13:01:00 EST,+370964+218214j,+15368.7+8848.64j,+1046.14+608.015j,+60419.1+23669.4j,+134116+118338j,+405017+296081j
