# file...... reg1_output.csv
# date...... Mon Aug 20 21:10:59 2018
# user...... xinyuehu
# host...... (null)
# target.... regulator 58
# trigger... (none)
# interval.. 3600
# limit..... 0
# timestamp,tap_A,tap_B,tap_C,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_in.real,power_in.imag
2000-01-01 13:01:00 EST,10,8,11,+770581,+296975,+628484,+216162,+1.05734e+06,+421196,+2.45641e+06,+934333
2000-01-01 14:01:00 EST,10,8,11,+744290,+282573,+606089,+195104,+1.0199e+06,+388793,+2.37028e+06,+866469
2000-01-01 15:01:00 EST,10,8,11,+737367,+278227,+600217,+189976,+1.01537e+06,+385171,+2.35295e+06,+853374
2000-01-01 16:01:00 EST,10,8,11,+772517,+296531,+629292,+218199,+1.05685e+06,+419924,+2.45866e+06,+934653
2000-01-01 17:01:00 EST,10,8,11,+869488,+350433,+718415,+302816,+1.17353e+06,+520881,+2.76143e+06,+1.17413e+06
2000-01-01 18:01:00 EST,10,8,11,+898173,+369025,+751916,+331751,+1.20806e+06,+552096,+2.85815e+06,+1.25287e+06
2000-01-01 19:01:00 EST,10,8,11,+894831,+367493,+756355,+334809,+1.20882e+06,+553057,+2.86001e+06,+1.25536e+06
2000-01-01 20:01:00 EST,10,8,11,+884549,+362442,+750792,+328138,+1.1964e+06,+542080,+2.83174e+06,+1.23266e+06
2000-01-01 21:01:00 EST,10,8,11,+859704,+349277,+727652,+305422,+1.15942e+06,+509164,+2.74678e+06,+1.16386e+06
2000-01-01 22:01:00 EST,10,8,11,+831898,+335273,+700422,+278097,+1.11793e+06,+473267,+2.65025e+06,+1.08664e+06
2000-01-01 23:01:00 EST,10,8,11,+782732,+307729,+654522,+235009,+1.06119e+06,+424407,+2.49845e+06,+967145
2000-01-02 00:01:00 EST,10,8,11,+749695,+287956,+619598,+203678,+1.02419e+06,+392677,+2.39348e+06,+884311
2000-01-02 01:01:00 EST,10,8,11,+729561,+274540,+600821,+187689,+1.00665e+06,+377590,+2.33703e+06,+839819
2000-01-02 02:01:00 EST,10,8,11,+719232,+267435,+588277,+177080,+1.00073e+06,+372589,+2.30824e+06,+817103
2000-01-02 03:01:00 EST,10,8,11,+719885,+266653,+587383,+177124,+1.00474e+06,+375969,+2.31201e+06,+819746
2000-01-02 04:01:00 EST,10,8,11,+734535,+274746,+600987,+190141,+1.02483e+06,+393407,+2.36035e+06,+858293
2000-01-02 05:01:00 EST,10,8,11,+762217,+286698,+625592,+216622,+1.05655e+06,+418696,+2.44436e+06,+922015
2000-01-02 06:01:00 EST,10,8,11,+814744,+314997,+670935,+261003,+1.11464e+06,+467708,+2.60032e+06,+1.04371e+06
2000-01-02 07:01:00 EST,10,8,11,+860809,+337491,+702793,+295109,+1.17139e+06,+516403,+2.735e+06,+1.149e+06
2000-01-02 08:01:00 EST,10,8,11,+887399,+350365,+719879,+314205,+1.20611e+06,+546683,+2.81339e+06,+1.21125e+06
2000-01-02 09:01:00 EST,10,8,11,+902871,+356255,+738350,+333958,+1.23018e+06,+567162,+2.8714e+06,+1.25738e+06
2000-01-02 10:01:00 EST,10,8,11,+901087,+355152,+739798,+335870,+1.22472e+06,+561858,+2.86561e+06,+1.25288e+06
2000-01-02 11:01:00 EST,10,8,11,+884189,+345171,+724063,+321953,+1.19797e+06,+537378,+2.80622e+06,+1.2045e+06
2000-01-02 12:01:00 EST,10,8,11,+856060,+328879,+699023,+298545,+1.16255e+06,+505435,+2.71763e+06,+1.13286e+06
2000-01-02 13:01:00 EST,10,8,11,+827440,+312770,+669221,+270846,+1.12864e+06,+475370,+2.6253e+06,+1.05899e+06
2000-01-02 14:01:00 EST,10,8,11,+798173,+296889,+648503,+250015,+1.09535e+06,+447228,+2.54203e+06,+994132
2000-01-02 15:01:00 EST,10,8,11,+783652,+290808,+639101,+239254,+1.06724e+06,+422742,+2.48999e+06,+952804
2000-01-02 16:01:00 EST,10,8,11,+800212,+299040,+657554,+256482,+1.09055e+06,+442670,+2.54832e+06,+998192
2000-01-02 17:01:00 EST,10,8,11,+880452,+344737,+732302,+326332,+1.18623e+06,+526788,+2.79899e+06,+1.19786e+06
2000-01-02 18:01:00 EST,10,8,11,+909875,+365185,+760855,+350049,+1.21671e+06,+554945,+2.88744e+06,+1.27018e+06
2000-01-02 19:01:00 EST,10,8,11,+898974,+359668,+752618,+341072,+1.20718e+06,+546917,+2.85877e+06,+1.24766e+06
2000-01-02 20:01:00 EST,10,8,11,+881967,+350311,+738462,+326845,+1.18949e+06,+531434,+2.80992e+06,+1.20859e+06
2000-01-02 21:01:00 EST,10,8,11,+854307,+336183,+715765,+303592,+1.1552e+06,+501447,+2.72528e+06,+1.14122e+06
2000-01-02 22:01:00 EST,10,8,11,+829284,+324830,+691585,+278582,+1.12211e+06,+473522,+2.64298e+06,+1.07693e+06
2000-01-02 23:01:00 EST,10,8,11,+782424,+299118,+647145,+236402,+1.06506e+06,+424338,+2.49463e+06,+959858
2000-01-03 00:01:00 EST,10,8,11,+742623,+277172,+610712,+201947,+1.01823e+06,+384527,+2.37156e+06,+863646
2000-01-03 01:01:00 EST,10,8,11,+717402,+263726,+587545,+179551,+989424,+360645,+2.29437e+06,+803921
2000-01-03 02:01:00 EST,10,8,11,+707550,+257417,+578946,+172094,+980190,+352857,+2.26669e+06,+782368
2000-01-03 03:01:00 EST,10,8,11,+702352,+255584,+574312,+166710,+975325,+349332,+2.25199e+06,+771626
2000-01-03 04:01:00 EST,10,8,11,+712719,+260516,+581988,+174651,+988142,+359970,+2.28285e+06,+795137
2000-01-03 05:01:00 EST,10,8,11,+724432,+266369,+594024,+186570,+1.0016e+06,+370858,+2.32006e+06,+823796
2000-01-03 06:01:00 EST,10,8,11,+757698,+283855,+622094,+213916,+1.03934e+06,+402471,+2.41913e+06,+900242
2000-01-03 07:01:00 EST,10,8,11,+796766,+304466,+653396,+244356,+1.08062e+06,+437565,+2.53078e+06,+986387
2000-01-03 08:01:00 EST,10,8,11,+835765,+326254,+686830,+276323,+1.12535e+06,+476146,+2.64794e+06,+1.07872e+06
2000-01-03 09:01:00 EST,10,8,11,+848417,+332169,+694812,+286108,+1.13974e+06,+487966,+2.68297e+06,+1.10624e+06
2000-01-03 10:01:00 EST,10,8,11,+828298,+319345,+674877,+268833,+1.11551e+06,+466189,+2.61868e+06,+1.05437e+06
2000-01-03 11:01:00 EST,10,8,11,+796314,+299787,+642370,+240250,+1.08222e+06,+436929,+2.5209e+06,+976966
2000-01-03 12:01:00 EST,10,8,11,+762876,+281590,+610897,+210549,+1.04444e+06,+405057,+2.41822e+06,+897196
2000-01-03 13:01:00 EST,10,8,11,+732869,+265049,+587498,+188385,+1.01289e+06,+378639,+2.33326e+06,+832074
2000-01-03 14:01:00 EST,10,8,11,+713133,+254837,+568247,+170098,+987414,+357174,+2.26879e+06,+782109
2000-01-03 15:01:00 EST,10,8,11,+709597,+253855,+563607,+165211,+982003,+352915,+2.25521e+06,+771981
2000-01-03 16:01:00 EST,10,8,11,+731206,+265294,+581828,+182585,+1.00618e+06,+373307,+2.31921e+06,+821185
2000-01-03 17:01:00 EST,10,8,11,+798434,+303190,+647744,+243174,+1.08319e+06,+439182,+2.52937e+06,+985547
2000-01-03 18:01:00 EST,10,8,11,+820065,+317157,+672582,+264630,+1.11097e+06,+464081,+2.60362e+06,+1.04587e+06
2000-01-03 19:01:00 EST,10,8,11,+803412,+308695,+658374,+250373,+1.09234e+06,+448219,+2.55412e+06,+1.00729e+06
2000-01-03 20:01:00 EST,10,8,11,+786003,+299113,+641607,+234865,+1.07186e+06,+430324,+2.49948e+06,+964302
2000-01-03 21:01:00 EST,10,8,11,+755110,+281659,+613510,+208406,+1.03593e+06,+399515,+2.40455e+06,+889580
2000-01-03 22:01:00 EST,10,8,11,+729718,+269678,+587600,+182848,+1.00031e+06,+369767,+2.31763e+06,+822294
2000-01-03 23:01:00 EST,10,8,11,+682621,+244652,+546519,+143257,+944361,+323248,+2.1735e+06,+711157
2000-01-04 00:01:00 EST,10,8,11,+636647,+220735,+506164,+104592,+888370,+277384,+2.03118e+06,+602711
2000-01-04 01:01:00 EST,10,8,11,+612138,+206591,+483369,+84306.5,+863117,+256662,+1.95862e+06,+547560
2000-01-04 02:01:00 EST,10,8,11,+598874,+199069,+470996,+73206.4,+849224,+245253,+1.9191e+06,+517529
2000-01-04 03:01:00 EST,10,8,11,+592865,+196533,+465084,+67032.1,+839900,+237765,+1.89785e+06,+501330
2000-01-04 04:01:00 EST,10,8,11,+596745,+198297,+466857,+69292.5,+844424,+241265,+1.90803e+06,+508855
2000-01-04 05:01:00 EST,10,8,11,+600160,+200210,+470675,+72728.6,+847453,+243510,+1.91829e+06,+516448
2000-01-04 06:01:00 EST,10,8,11,+630472,+215789,+493099,+94688.9,+878512,+268243,+2.00208e+06,+578720
2000-01-04 07:01:00 EST,10,8,11,+677058,+240232,+532106,+131852,+933747,+313777,+2.14291e+06,+685860
2000-01-04 08:01:00 EST,10,8,11,+737453,+273877,+587111,+182235,+1.00204e+06,+371239,+2.32661e+06,+827351
2000-01-04 09:01:00 EST,10,8,11,+767835,+288600,+617646,+212472,+1.04391e+06,+406400,+2.42939e+06,+907473
2000-01-04 10:01:00 EST,10,8,11,+757340,+282925,+610878,+206097,+1.03502e+06,+398655,+2.40324e+06,+887677
2000-01-04 11:01:00 EST,10,8,11,+740016,+272056,+593787,+191595,+1.02183e+06,+387543,+2.35563e+06,+851194
2000-01-04 12:01:00 EST,10,8,11,+737738,+269074,+589723,+189526,+1.02192e+06,+387188,+2.34938e+06,+845788
2000-01-04 13:01:00 EST,10,8,11,+726301,+262542,+580503,+180966,+1.01271e+06,+379462,+2.31951e+06,+822970
2000-01-04 14:01:00 EST,10,8,11,+720670,+257435,+572051,+175225,+1.00794e+06,+374775,+2.30066e+06,+807434
2000-01-04 15:01:00 EST,10,8,11,+719061,+254755,+569668,+174701,+1.01353e+06,+379551,+2.30226e+06,+809007
2000-01-04 16:01:00 EST,10,8,11,+747177,+268204,+594075,+199225,+1.04647e+06,+406943,+2.38772e+06,+874372
2000-01-04 17:01:00 EST,10,8,11,+819123,+310948,+665834,+263909,+1.12769e+06,+477605,+2.61265e+06,+1.05246e+06
2000-01-04 18:01:00 EST,10,8,11,+837566,+322826,+688124,+283039,+1.15112e+06,+498666,+2.67681e+06,+1.10453e+06
2000-01-04 19:01:00 EST,10,8,11,+826269,+317095,+680102,+274750,+1.13787e+06,+487065,+2.64424e+06,+1.07891e+06
2000-01-04 20:01:00 EST,10,8,11,+806283,+304846,+663035,+259316,+1.11321e+06,+464964,+2.58253e+06,+1.02913e+06
2000-01-04 21:01:00 EST,10,8,11,+767450,+281313,+625204,+225722,+1.06509e+06,+422415,+2.45774e+06,+929449
2000-01-04 22:01:00 EST,10,8,11,+722834,+257570,+584124,+186201,+1.0062e+06,+372357,+2.31315e+06,+816127
2000-01-04 23:01:00 EST,10,8,11,+667952,+227641,+533741,+139157,+942136,+318445,+2.14383e+06,+685243
2000-01-05 00:01:00 EST,10,8,11,+634626,+207941,+501501,+110703,+906179,+288079,+2.04231e+06,+606723
2000-01-05 01:01:00 EST,10,8,11,+622109,+200744,+487513,+98449.6,+887942,+272789,+1.99756e+06,+571983
2000-01-05 02:01:00 EST,10,8,11,+623497,+201308,+484821,+96507.5,+886016,+271073,+1.99433e+06,+568889
2000-01-05 03:01:00 EST,10,8,11,+633206,+205574,+489231,+102053,+899352,+281883,+2.02179e+06,+589510
2000-01-05 04:01:00 EST,10,8,11,+650605,+214612,+504047,+116016,+926422,+304737,+2.08107e+06,+635365
2000-01-05 05:01:00 EST,10,8,11,+702308,+239193,+557192,+168253,+998807,+364343,+2.25831e+06,+771789
2000-01-05 06:01:00 EST,10,8,11,+814742,+300324,+655722,+263618,+1.13277e+06,+478217,+2.60323e+06,+1.04216e+06
2000-01-05 07:01:00 EST,10,8,11,+859583,+324014,+672150,+284694,+1.17166e+06,+510726,+2.70339e+06,+1.11943e+06
2000-01-05 08:01:00 EST,10,8,11,+838461,+310447,+639307,+256809,+1.14506e+06,+486809,+2.62283e+06,+1.05406e+06
2000-01-05 09:01:00 EST,10,8,11,+835870,+309185,+634382,+252061,+1.14517e+06,+487344,+2.61543e+06,+1.04859e+06
2000-01-05 10:01:00 EST,10,8,11,+837896,+309545,+635414,+253648,+1.15392e+06,+495352,+2.62723e+06,+1.05854e+06
2000-01-05 11:01:00 EST,10,8,11,+831826,+307983,+631187,+248002,+1.14909e+06,+492056,+2.61211e+06,+1.04804e+06
2000-01-05 12:01:00 EST,10,8,11,+824616,+303035,+629058,+245728,+1.14251e+06,+486279,+2.59618e+06,+1.03504e+06
2000-01-05 13:01:00 EST,10,8,11,+817957,+299415,+622596,+240089,+1.1387e+06,+483276,+2.57925e+06,+1.02278e+06
2000-01-05 14:01:00 EST,10,8,11,+808802,+295286,+617764,+234227,+1.1272e+06,+473532,+2.55376e+06,+1.00304e+06
2000-01-05 15:01:00 EST,10,8,11,+814892,+299796,+621973,+236915,+1.1311e+06,+476994,+2.56796e+06,+1.01371e+06
2000-01-05 16:01:00 EST,10,8,11,+846803,+319348,+662260,+271821,+1.16996e+06,+511885,+2.67902e+06,+1.10305e+06
2000-01-05 17:01:00 EST,10,8,11,+923112,+362727,+736698,+341789,+1.25394e+06,+585981,+2.91375e+06,+1.2905e+06
2000-01-05 18:01:00 EST,10,8,11,+955726,+383041,+764130,+366985,+1.28865e+06,+617439,+3.0085e+06,+1.36746e+06
2000-01-05 19:01:00 EST,10,8,11,+947201,+377510,+759796,+362505,+1.28708e+06,+616797,+2.99407e+06,+1.35681e+06
2000-01-05 20:01:00 EST,10,8,11,+926519,+365976,+737273,+340968,+1.26001e+06,+592199,+2.9238e+06,+1.29914e+06
2000-01-05 21:01:00 EST,10,8,11,+892073,+346285,+702792,+308108,+1.2159e+06,+552697,+2.81077e+06,+1.20709e+06
2000-01-05 22:01:00 EST,10,8,11,+851392,+325485,+658704,+265344,+1.16414e+06,+507762,+2.67424e+06,+1.09859e+06
2000-01-05 23:01:00 EST,10,8,11,+799365,+297589,+610523,+218633,+1.1019e+06,+454524,+2.51179e+06,+970746
2000-01-06 00:01:00 EST,10,8,11,+768547,+279968,+581834,+192069,+1.06949e+06,+426961,+2.41987e+06,+898998
2000-01-06 01:01:00 EST,10,8,11,+767336,+279070,+577372,+188672,+1.06853e+06,+426193,+2.41324e+06,+893936
2000-01-06 02:01:00 EST,10,8,11,+772654,+283163,+584566,+194080,+1.07802e+06,+435092,+2.43524e+06,+912334
2000-01-06 03:01:00 EST,10,8,11,+785122,+290496,+600267,+207932,+1.10105e+06,+455767,+2.48644e+06,+954195
2000-01-06 04:01:00 EST,10,8,11,+812945,+305365,+629367,+235261,+1.14723e+06,+496890,+2.58954e+06,+1.03752e+06
2000-01-06 05:01:00 EST,10,8,11,+871866,+335786,+691057,+295000,+1.22972e+06,+569415,+2.79264e+06,+1.2002e+06
2000-01-06 06:01:00 EST,10,8,11,+994232,+406970,+804380,+403241,+1.38097e+06,+706871,+3.17958e+06,+1.51708e+06
2000-01-06 07:01:00 EST,10,8,11,+1.04342e+06,+434449,+828440,+431497,+1.42816e+06,+748757,+3.30002e+06,+1.6147e+06
2000-01-06 08:01:00 EST,10,8,11,+997975,+406211,+774951,+383521,+1.36892e+06,+691827,+3.14185e+06,+1.48156e+06
2000-01-06 09:01:00 EST,10,8,11,+968686,+386832,+739984,+353159,+1.32453e+06,+650068,+3.0332e+06,+1.39006e+06
2000-01-06 10:01:00 EST,10,8,11,+946895,+373655,+715973,+331448,+1.29573e+06,+623490,+2.95859e+06,+1.32859e+06
2000-01-06 11:01:00 EST,10,8,11,+923996,+360901,+694530,+311116,+1.26407e+06,+594483,+2.88259e+06,+1.2665e+06
2000-01-06 12:01:00 EST,10,8,11,+902813,+346380,+680920,+298715,+1.23764e+06,+570138,+2.82137e+06,+1.21523e+06
2000-01-06 13:01:00 EST,10,8,11,+891123,+338999,+670268,+289521,+1.22675e+06,+559987,+2.78814e+06,+1.18851e+06
2000-01-06 14:01:00 EST,10,8,11,+884288,+335366,+662732,+282046,+1.2225e+06,+557073,+2.76953e+06,+1.17448e+06
2000-01-06 15:01:00 EST,10,8,11,+896469,+343728,+679437,+295925,+1.24049e+06,+574055,+2.8164e+06,+1.21371e+06
2000-01-06 16:01:00 EST,10,8,11,+951064,+375362,+739292,+350454,+1.31141e+06,+639034,+3.00177e+06,+1.36485e+06
2000-01-06 17:01:00 EST,10,8,11,+1.07551e+06,+447133,+854238,+460290,+1.45855e+06,+775165,+3.3883e+06,+1.68259e+06
2000-01-06 18:01:00 EST,10,8,11,+1.13237e+06,+486406,+913642,+511809,+1.5289e+06,+843863,+3.57491e+06,+1.84208e+06
2000-01-06 19:01:00 EST,10,8,11,+1.14509e+06,+495209,+932148,+527561,+1.54695e+06,+861997,+3.62418e+06,+1.88477e+06
2000-01-06 20:01:00 EST,10,8,11,+1.13976e+06,+492874,+934211,+527671,+1.53652e+06,+851516,+3.61049e+06,+1.87206e+06
2000-01-06 21:01:00 EST,10,8,11,+1.11089e+06,+475234,+907885,+502220,+1.4976e+06,+813567,+3.51638e+06,+1.79102e+06
2000-01-06 22:01:00 EST,10,8,11,+1.07836e+06,+458106,+874804,+468638,+1.45601e+06,+774715,+3.40917e+06,+1.70146e+06
2000-01-06 23:01:00 EST,10,8,11,+1.028e+06,+429045,+830908,+425209,+1.39835e+06,+721188,+3.25726e+06,+1.57544e+06
2000-01-07 00:01:00 EST,10,8,11,+1.0065e+06,+414797,+810397,+406830,+1.38115e+06,+705362,+3.19805e+06,+1.52699e+06
2000-01-07 01:01:00 EST,10,8,11,+1.0085e+06,+416206,+808087,+404754,+1.38456e+06,+708662,+3.20115e+06,+1.52962e+06
2000-01-07 02:01:00 EST,10,8,11,+1.01496e+06,+420613,+815877,+411083,+1.39676e+06,+720828,+3.2276e+06,+1.55252e+06
2000-01-07 03:01:00 EST,10,8,11,+1.03385e+06,+431624,+832537,+427080,+1.42473e+06,+747602,+3.29112e+06,+1.60631e+06
2000-01-07 04:01:00 EST,10,8,11,+1.06706e+06,+451438,+861596,+454260,+1.47027e+06,+791001,+3.39892e+06,+1.6967e+06
2000-01-07 05:01:00 EST,10,8,11,+1.12005e+06,+480576,+917948,+509273,+1.54802e+06,+864877,+3.58601e+06,+1.85473e+06
2000-01-07 06:01:00 EST,10,8,11,+1.23951e+06,+554201,+1.02506e+06,+613885,+1.695e+06,+1.00911e+06,+3.95957e+06,+2.17719e+06
2000-01-07 07:01:00 EST,10,8,11,+1.25074e+06,+555727,+1.02564e+06,+620218,+1.69007e+06,+1.00122e+06,+3.96645e+06,+2.17716e+06
2000-01-07 08:01:00 EST,10,8,11,+1.19751e+06,+525292,+958509,+558103,+1.60458e+06,+913915,+3.7606e+06,+1.99731e+06
2000-01-07 09:01:00 EST,10,8,11,+1.15885e+06,+502989,+928822,+526778,+1.60008e+06,+913920,+3.68776e+06,+1.94369e+06
2000-01-07 10:01:00 EST,10,8,11,+1.11553e+06,+474300,+892874,+495432,+1.51322e+06,+825395,+3.52163e+06,+1.79513e+06
2000-01-07 11:01:00 EST,10,8,11,+1.07256e+06,+448097,+857855,+462017,+1.45665e+06,+770833,+3.38706e+06,+1.68095e+06
2000-01-07 12:01:00 EST,10,8,11,+1.03563e+06,+425777,+829468,+434402,+1.4027e+06,+719849,+3.26779e+06,+1.58003e+06
2000-01-07 13:01:00 EST,10,8,11,+1.01397e+06,+414028,+806707,+412880,+1.36962e+06,+688786,+3.1903e+06,+1.51569e+06
2000-01-07 14:01:00 EST,10,8,11,+1.00049e+06,+406512,+791101,+398249,+1.348e+06,+668623,+3.1396e+06,+1.47338e+06
2000-01-07 15:01:00 EST,10,8,11,+1.01311e+06,+414450,+804358,+410160,+1.35876e+06,+678314,+3.17623e+06,+1.50292e+06
2000-01-07 16:01:00 EST,10,8,11,+1.06805e+06,+449039,+868020,+467180,+1.42299e+06,+738529,+3.35906e+06,+1.65475e+06
2000-01-07 17:01:00 EST,10,8,11,+1.1796e+06,+513907,+971884,+568172,+1.55761e+06,+865991,+3.7091e+06,+1.94807e+06
2000-01-07 18:01:00 EST,10,8,11,+1.19489e+06,+523823,+1.00521e+06,+596343,+1.56792e+06,+876223,+3.76802e+06,+1.99639e+06
2000-01-07 19:01:00 EST,10,8,11,+1.19054e+06,+521054,+1.00411e+06,+593679,+1.60718e+06,+918831,+3.80183e+06,+2.03356e+06
2000-01-07 20:01:00 EST,10,8,11,+1.20596e+06,+535615,+1.00156e+06,+588760,+1.61843e+06,+930628,+3.82595e+06,+2.055e+06
2000-01-07 21:01:00 EST,10,8,11,+1.15669e+06,+506926,+962343,+549234,+1.55405e+06,+867440,+3.67308e+06,+1.9236e+06
2000-01-07 22:01:00 EST,10,8,11,+1.11049e+06,+481031,+917070,+503746,+1.50254e+06,+819243,+3.5301e+06,+1.80402e+06
2000-01-07 23:01:00 EST,10,8,11,+1.05584e+06,+449466,+864965,+452715,+1.43654e+06,+757474,+3.35734e+06,+1.65965e+06
2000-01-08 00:01:00 EST,10,8,11,+1.03321e+06,+433916,+838307,+428945,+1.41917e+06,+741557,+3.29069e+06,+1.60442e+06
2000-01-08 01:01:00 EST,10,8,11,+1.02582e+06,+430062,+826101,+416547,+1.41366e+06,+737206,+3.26558e+06,+1.58382e+06
2000-01-08 02:01:00 EST,10,8,11,+1.02819e+06,+431656,+825746,+415661,+1.42078e+06,+744708,+3.27472e+06,+1.59202e+06
2000-01-08 03:01:00 EST,10,8,11,+1.03918e+06,+438428,+832545,+421724,+1.43661e+06,+760085,+3.30834e+06,+1.62024e+06
2000-01-08 04:01:00 EST,10,8,11,+1.06394e+06,+452797,+850874,+439496,+1.47466e+06,+796797,+3.38947e+06,+1.68909e+06
2000-01-08 05:01:00 EST,10,8,11,+1.10952e+06,+476895,+901032,+489764,+1.54994e+06,+869261,+3.5605e+06,+1.83592e+06
2000-01-08 06:01:00 EST,10,8,11,+1.22218e+06,+547539,+1.00107e+06,+586425,+1.689e+06,+1.00583e+06,+3.91226e+06,+2.1398e+06
2000-01-08 07:01:00 EST,10,8,11,+1.2313e+06,+543990,+1.00274e+06,+597415,+1.69117e+06,+1.00427e+06,+3.9252e+06,+2.14567e+06
2000-01-08 08:01:00 EST,10,8,11,+1.1814e+06,+515616,+934123,+532747,+1.63062e+06,+944780,+3.74614e+06,+1.99314e+06
2000-01-08 09:01:00 EST,10,8,11,+1.12919e+06,+484543,+883532,+483427,+1.59785e+06,+916138,+3.61057e+06,+1.88411e+06
2000-01-08 10:01:00 EST,10,8,11,+1.08021e+06,+454048,+839217,+444384,+1.48464e+06,+800779,+3.40407e+06,+1.69921e+06
2000-01-08 11:01:00 EST,10,8,11,+1.05255e+06,+438488,+812325,+418986,+1.42836e+06,+746100,+3.29323e+06,+1.60357e+06
2000-01-08 12:01:00 EST,10,8,11,+1.02429e+06,+418596,+787779,+397704,+1.39355e+06,+713219,+3.20562e+06,+1.52952e+06
2000-01-08 13:01:00 EST,10,8,11,+1.01222e+06,+411522,+779697,+390133,+1.38096e+06,+701433,+3.17288e+06,+1.50309e+06
2000-01-08 14:01:00 EST,10,8,11,+1.00516e+06,+407150,+774577,+385471,+1.3711e+06,+691949,+3.15085e+06,+1.48457e+06
2000-01-08 15:01:00 EST,10,8,11,+1.01473e+06,+413758,+791447,+399586,+1.38541e+06,+705742,+3.19159e+06,+1.51909e+06
2000-01-08 16:01:00 EST,10,8,11,+1.05078e+06,+435461,+839175,+442156,+1.43315e+06,+751612,+3.32311e+06,+1.62923e+06
2000-01-08 17:01:00 EST,10,8,11,+1.13049e+06,+485193,+921027,+518081,+1.51129e+06,+824414,+3.56281e+06,+1.82769e+06
2000-01-08 18:01:00 EST,10,8,11,+1.15761e+06,+505708,+954109,+545582,+1.53847e+06,+851411,+3.65018e+06,+1.9027e+06
2000-01-08 19:01:00 EST,10,8,11,+1.14902e+06,+500705,+953003,+543500,+1.53306e+06,+846904,+3.63508e+06,+1.89111e+06
2000-01-08 20:01:00 EST,10,8,11,+1.12263e+06,+485192,+933504,+523790,+1.50472e+06,+819808,+3.56085e+06,+1.82879e+06
2000-01-08 21:01:00 EST,10,8,11,+1.07115e+06,+455391,+887712,+478285,+1.43992e+06,+758017,+3.39878e+06,+1.69169e+06
2000-01-08 22:01:00 EST,10,8,11,+1.02096e+06,+428505,+838578,+428597,+1.38453e+06,+707960,+3.24407e+06,+1.56506e+06
2000-01-08 23:01:00 EST,10,8,11,+957929,+391886,+782292,+374147,+1.31068e+06,+640678,+3.0509e+06,+1.40671e+06
2000-01-09 00:01:00 EST,10,8,11,+920849,+369648,+749228,+343044,+1.26966e+06,+603582,+2.93974e+06,+1.31627e+06
2000-01-09 01:01:00 EST,10,8,11,+905101,+361382,+735333,+328759,+1.25109e+06,+587537,+2.89152e+06,+1.27768e+06
2000-01-09 02:01:00 EST,10,8,11,+903223,+359375,+731960,+326069,+1.25554e+06,+591869,+2.89073e+06,+1.27731e+06
2000-01-09 03:01:00 EST,10,8,11,+907621,+362129,+739201,+331726,+1.26743e+06,+603607,+2.91426e+06,+1.29746e+06
2000-01-09 04:01:00 EST,10,8,11,+930842,+373793,+758807,+351538,+1.30709e+06,+639951,+2.99674e+06,+1.36528e+06
2000-01-09 05:01:00 EST,10,8,11,+974364,+396773,+806447,+397533,+1.36094e+06,+688260,+3.14176e+06,+1.48257e+06
2000-01-09 06:01:00 EST,10,8,11,+1.06691e+06,+450967,+891073,+480049,+1.47232e+06,+790771,+3.43031e+06,+1.72179e+06
