# file...... reg1_output.csv
# date...... Wed Aug 15 11:53:41 2018
# user...... hu000007
# host...... (null)
# target.... regulator 58
# trigger... (none)
# interval.. 3600
# limit..... 0
# timestamp,tap_A,tap_B,tap_C,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_in.real,power_in.imag
2000-01-04 19:01:00 EST,10,8,11,+758996,+379112,+687084,+157785,+836987,+237133,+2.28307e+06,+774030
2000-01-04 20:01:00 EST,10,8,11,+755938,+378940,+647260,+124259,+837598,+237309,+2.2408e+06,+740508
2000-01-04 21:01:00 EST,10,8,11,+756096,+375299,+707329,+174494,+831973,+232198,+2.2954e+06,+781992
2000-01-04 22:01:00 EST,10,8,11,+749106,+372672,+670596,+144679,+838737,+237879,+2.25844e+06,+755230
2000-01-04 23:01:00 EST,10,8,11,+738616,+365870,+686530,+153389,+837023,+239255,+2.26217e+06,+758515
2000-01-05 00:01:00 EST,10,8,11,+752722,+375226,+652269,+128062,+833976,+235090,+2.23897e+06,+738378
2000-01-05 01:01:00 EST,10,8,11,+760280,+379290,+689187,+158624,+839202,+238477,+2.28867e+06,+776391
2000-01-05 02:01:00 EST,10,8,11,+746589,+370409,+708773,+174370,+831244,+231644,+2.28661e+06,+776422
2000-01-05 03:01:00 EST,10,8,11,+747774,+372765,+670337,+143930,+832305,+231908,+2.25042e+06,+748603
2000-01-05 04:01:00 EST,10,8,11,+758230,+379357,+641653,+117323,+837606,+240156,+2.23749e+06,+736836
2000-01-05 05:01:00 EST,10,8,11,+750501,+373102,+662514,+134591,+844338,+246006,+2.25735e+06,+753698
2000-01-05 06:01:00 EST,10,8,11,+750616,+372606,+714001,+178665,+841037,+240669,+2.30565e+06,+791940
2000-01-05 07:01:00 EST,10,8,11,+754120,+374677,+725829,+188627,+837699,+237750,+2.31765e+06,+801054
2000-01-05 08:01:00 EST,10,8,11,+743211,+369045,+697943,+164714,+828478,+229983,+2.26963e+06,+763743
2000-01-05 09:01:00 EST,10,8,11,+753534,+374734,+710751,+175062,+839580,+239500,+2.30386e+06,+789296
2000-01-05 10:01:00 EST,10,8,11,+752293,+373917,+658387,+131045,+827673,+231288,+2.23835e+06,+736249
2000-01-05 11:01:00 EST,10,8,11,+743553,+369035,+679419,+148507,+831696,+232900,+2.25467e+06,+750442
2000-01-05 12:01:00 EST,10,8,11,+749887,+373007,+692474,+161564,+834793,+232760,+2.27715e+06,+767330
2000-01-05 13:01:00 EST,10,8,11,+756486,+374894,+705313,+171276,+835792,+237669,+2.29759e+06,+783838
2000-01-05 14:01:00 EST,10,8,11,+763149,+381100,+723622,+187757,+833083,+232246,+2.31985e+06,+801103
2000-01-05 15:01:00 EST,10,8,11,+747632,+372642,+664710,+136752,+840591,+240702,+2.25293e+06,+750095
2000-01-05 16:01:00 EST,10,8,11,+739716,+367863,+666070,+136756,+839278,+241270,+2.24506e+06,+745889
2000-01-05 17:01:00 EST,10,8,11,+742548,+366240,+674717,+147835,+829721,+230747,+2.24699e+06,+744823
2000-01-05 18:01:00 EST,10,8,11,+756354,+375304,+712532,+176711,+839996,+241751,+2.30888e+06,+793766
2000-01-05 19:01:00 EST,10,8,11,+731293,+359872,+629793,+112971,+824469,+226034,+2.18556e+06,+698876
2000-01-05 20:01:00 EST,10,8,11,+778238,+388717,+704747,+172506,+838298,+237247,+2.32128e+06,+798471
2000-01-05 21:01:00 EST,10,8,11,+747289,+371472,+710031,+176142,+839511,+235511,+2.29683e+06,+783126
2000-01-05 22:01:00 EST,10,8,11,+769698,+388041,+645579,+125879,+838151,+232645,+2.25343e+06,+746564
2000-01-05 23:01:00 EST,10,8,11,+771924,+383242,+713726,+181629,+831105,+230853,+2.31675e+06,+795724
2000-01-06 00:01:00 EST,10,8,11,+768378,+382285,+696104,+166608,+834291,+235239,+2.29877e+06,+784132
2000-01-06 01:01:00 EST,10,8,11,+784122,+394410,+716637,+182473,+839254,+236777,+2.34001e+06,+813661
2000-01-06 02:01:00 EST,10,8,11,+782300,+395175,+668462,+145225,+840913,+237216,+2.29168e+06,+777616
2000-01-06 03:01:00 EST,10,8,11,+763437,+381404,+707060,+175672,+841394,+237576,+2.31189e+06,+794652
2000-01-06 04:01:00 EST,10,8,11,+749452,+370111,+660756,+138450,+840523,+237731,+2.25073e+06,+746292
2000-01-06 05:01:00 EST,10,8,11,+759211,+379196,+697640,+169124,+831600,+226813,+2.28845e+06,+775133
2000-01-06 06:01:00 EST,10,8,11,+771330,+389644,+675087,+149669,+844963,+236875,+2.29138e+06,+776188
2000-01-06 07:01:00 EST,10,8,11,+755298,+373067,+707565,+177616,+834441,+232508,+2.2973e+06,+783190
2000-01-06 08:01:00 EST,10,8,11,+746987,+366689,+701714,+171772,+829211,+229757,+2.27791e+06,+768219
2000-01-06 09:01:00 EST,10,8,11,+772081,+384410,+716082,+181747,+829152,+231067,+2.31732e+06,+797224
2000-01-06 10:01:00 EST,10,8,11,+765609,+381780,+705636,+172738,+827856,+227992,+2.2991e+06,+782510
2000-01-06 11:01:00 EST,10,8,11,+745834,+367660,+726023,+192449,+835788,+233419,+2.30765e+06,+793528
2000-01-06 12:01:00 EST,10,8,11,+769042,+385244,+682911,+155426,+847823,+242067,+2.29978e+06,+782738
2000-01-06 13:01:00 EST,10,8,11,+758899,+378924,+673813,+145112,+843756,+243085,+2.27647e+06,+767121
2000-01-06 14:01:00 EST,10,8,11,+768719,+384161,+717157,+185239,+827013,+224993,+2.31289e+06,+794394
2000-01-06 15:01:00 EST,10,8,11,+759943,+377163,+728305,+194260,+843008,+238308,+2.33126e+06,+809732
2000-01-06 16:01:00 EST,10,8,11,+768849,+387780,+662762,+140827,+833714,+227336,+2.26532e+06,+755943
2000-01-06 17:01:00 EST,10,8,11,+777552,+392789,+659636,+136330,+838907,+232519,+2.2761e+06,+761638
2000-01-06 18:01:00 EST,10,8,11,+776732,+390204,+660014,+137791,+840777,+237060,+2.27752e+06,+765055
2000-01-06 19:01:00 EST,10,8,11,+766180,+383700,+700323,+167947,+836480,+233990,+2.30298e+06,+785637
2000-01-06 20:01:00 EST,10,8,11,+754310,+371837,+724216,+191884,+833912,+232954,+2.31244e+06,+796675
2000-01-06 21:01:00 EST,10,8,11,+765625,+383762,+682107,+156810,+836712,+230506,+2.28444e+06,+771079
2000-01-06 22:01:00 EST,10,8,11,+756876,+376925,+674434,+151696,+835895,+231250,+2.2672e+06,+759870
2000-01-06 23:01:00 EST,10,8,11,+779789,+393965,+691807,+163061,+843829,+237985,+2.31543e+06,+795011
2000-01-07 00:01:00 EST,10,8,11,+755841,+374987,+692634,+161412,+833177,+235413,+2.28165e+06,+771812
2000-01-07 01:01:00 EST,10,8,11,+770992,+385771,+693755,+165321,+832224,+229803,+2.29697e+06,+780896
2000-01-07 02:01:00 EST,10,8,11,+754757,+374710,+694174,+165660,+832599,+229523,+2.28153e+06,+769892
2000-01-07 03:01:00 EST,10,8,11,+772890,+388048,+688415,+161507,+839213,+234131,+2.30052e+06,+783687
2000-01-07 04:01:00 EST,10,8,11,+760378,+375411,+729901,+193323,+834377,+235756,+2.32466e+06,+804490
2000-01-07 05:01:00 EST,10,8,11,+759617,+377773,+700311,+169662,+838866,+237596,+2.29879e+06,+785032
2000-01-07 06:01:00 EST,10,8,11,+761118,+380503,+740683,+205786,+845306,+237979,+2.34711e+06,+824268
2000-01-07 07:01:00 EST,10,8,11,+786144,+396987,+713025,+180375,+840963,+236673,+2.34013e+06,+814035
2000-01-07 08:01:00 EST,10,8,11,+758925,+378366,+696977,+166574,+831446,+230717,+2.28735e+06,+775658
2000-01-07 09:01:00 EST,10,8,11,+755720,+376187,+658172,+136043,+835651,+234899,+2.24954e+06,+747129
2000-01-07 10:01:00 EST,10,8,11,+767244,+388341,+650031,+127954,+840235,+234831,+2.25751e+06,+751126
2000-01-07 11:01:00 EST,10,8,11,+761557,+383376,+661811,+136916,+841795,+238313,+2.26516e+06,+758605
2000-01-07 12:01:00 EST,10,8,11,+758055,+376993,+649508,+128809,+829046,+229230,+2.23661e+06,+735031
2000-01-07 13:01:00 EST,10,8,11,+759264,+377311,+693596,+163071,+831604,+231639,+2.28446e+06,+772021
2000-01-07 14:01:00 EST,10,8,11,+766983,+381829,+686480,+159410,+831263,+230813,+2.28473e+06,+772051
2000-01-07 15:01:00 EST,10,8,11,+781549,+393586,+680593,+155323,+839718,+235494,+2.30186e+06,+784403
2000-01-07 16:01:00 EST,10,8,11,+763243,+377165,+724008,+190183,+836414,+236630,+2.32367e+06,+803978
2000-01-07 17:01:00 EST,10,8,11,+756930,+378873,+658443,+135791,+845059,+239435,+2.26043e+06,+754099
2000-01-07 18:01:00 EST,10,8,11,+767300,+383750,+673464,+146100,+841814,+240640,+2.28258e+06,+770490
2000-01-07 19:01:00 EST,10,8,11,+770782,+385809,+715890,+184987,+834348,+229255,+2.32102e+06,+800051
2000-01-07 20:01:00 EST,10,8,11,+774599,+387920,+668066,+146011,+830886,+229371,+2.27355e+06,+763302
2000-01-07 21:01:00 EST,10,8,11,+769900,+386074,+700790,+173620,+828038,+224310,+2.29873e+06,+784005
2000-01-07 22:01:00 EST,10,8,11,+772524,+383840,+733654,+199489,+828609,+227341,+2.33479e+06,+810669
2000-01-07 23:01:00 EST,10,8,11,+771288,+391689,+658343,+134038,+845108,+238438,+2.27474e+06,+764164
2000-01-08 00:01:00 EST,10,8,11,+760351,+380249,+647506,+126239,+832225,+231952,+2.24008e+06,+738440
2000-01-08 01:01:00 EST,10,8,11,+777377,+389243,+716708,+182829,+839928,+238471,+2.33401e+06,+810543
2000-01-08 02:01:00 EST,10,8,11,+756669,+375640,+698860,+170674,+837884,+235558,+2.29341e+06,+781872
2000-01-08 03:01:00 EST,10,8,11,+773851,+389145,+677765,+152298,+843436,+236998,+2.29505e+06,+778441
2000-01-08 04:01:00 EST,10,8,11,+780054,+395604,+718265,+182802,+840624,+235805,+2.33894e+06,+814211
2000-01-08 05:01:00 EST,10,8,11,+756151,+377193,+673605,+146949,+835456,+233038,+2.26521e+06,+757180
2000-01-08 06:01:00 EST,10,8,11,+764148,+383481,+729313,+194927,+831698,+225202,+2.32516e+06,+803610
2000-01-08 07:01:00 EST,10,8,11,+760656,+379311,+703785,+171996,+840080,+237287,+2.30452e+06,+788593
2000-01-08 08:01:00 EST,10,8,11,+763912,+382216,+644386,+122630,+828975,+230806,+2.23727e+06,+735651
2000-01-08 09:01:00 EST,10,8,11,+749533,+371502,+732256,+194362,+843623,+242199,+2.32541e+06,+808064
2000-01-08 10:01:00 EST,10,8,11,+777952,+388990,+724062,+189882,+832828,+232208,+2.33484e+06,+811080
2000-01-08 11:01:00 EST,10,8,11,+763012,+382886,+721774,+187638,+841279,+234417,+2.32607e+06,+804940
2000-01-08 12:01:00 EST,10,8,11,+768388,+386637,+712798,+180028,+841463,+234701,+2.32265e+06,+801366
2000-01-08 13:01:00 EST,10,8,11,+757371,+379343,+674673,+147472,+833866,+231981,+2.26591e+06,+758795
2000-01-08 14:01:00 EST,10,8,11,+773141,+386103,+714041,+181210,+832199,+230970,+2.31938e+06,+798284
2000-01-08 15:01:00 EST,10,8,11,+770418,+388306,+724686,+187842,+835559,+232021,+2.33066e+06,+808168
2000-01-08 16:01:00 EST,10,8,11,+758681,+374234,+724154,+189373,+840621,+240846,+2.32346e+06,+804453
2000-01-08 17:01:00 EST,10,8,11,+764712,+382969,+654597,+133968,+838264,+234241,+2.25757e+06,+751179
2000-01-08 18:01:00 EST,10,8,11,+759656,+378104,+712238,+181445,+833997,+230186,+2.30589e+06,+789735
2000-01-08 19:01:00 EST,10,8,11,+759484,+380367,+729854,+193125,+847036,+241622,+2.33637e+06,+815114
2000-01-08 20:01:00 EST,10,8,11,+771134,+388231,+727186,+192073,+835666,+229436,+2.33399e+06,+809741
2000-01-08 21:01:00 EST,10,8,11,+747783,+371248,+648892,+126736,+840586,+239845,+2.23726e+06,+737829
2000-01-08 22:01:00 EST,10,8,11,+749243,+369417,+700062,+172414,+839132,+236471,+2.28844e+06,+778302
2000-01-08 23:01:00 EST,10,8,11,+762915,+378226,+649675,+130971,+827671,+228533,+2.24026e+06,+737730
2000-01-09 00:01:00 EST,10,8,11,+775496,+391571,+716105,+181676,+842715,+236890,+2.33432e+06,+810136
2000-01-09 01:01:00 EST,10,8,11,+761529,+383795,+700044,+170262,+840602,+233831,+2.30217e+06,+787888
2000-01-09 02:01:00 EST,10,8,11,+777258,+389670,+679980,+151478,+839013,+239170,+2.29625e+06,+780318
2000-01-09 03:01:00 EST,10,8,11,+756463,+372697,+733692,+197448,+832875,+232718,+2.32303e+06,+802863
2000-01-09 04:01:00 EST,10,8,11,+774969,+388134,+703244,+172748,+832214,+231304,+2.31043e+06,+792186
2000-01-09 05:01:00 EST,10,8,11,+767295,+383909,+725952,+194249,+839984,+233322,+2.33323e+06,+811479
2000-01-09 06:01:00 EST,10,8,11,+774010,+388073,+678271,+150689,+834305,+232931,+2.28659e+06,+771693
2000-01-09 07:01:00 EST,10,8,11,+767581,+381856,+716181,+186765,+831529,+230000,+2.31529e+06,+798621
2000-01-09 08:01:00 EST,10,8,11,+754022,+377248,+661121,+139101,+835403,+231819,+2.25055e+06,+748169
2000-01-09 09:01:00 EST,10,8,11,+785779,+394062,+703950,+174911,+831143,+230532,+2.32087e+06,+799505
2000-01-09 10:01:00 EST,10,8,11,+748049,+371457,+666635,+143446,+835152,+232427,+2.24984e+06,+747330
2000-01-09 11:01:00 EST,10,8,11,+767274,+382893,+673306,+148636,+832960,+233520,+2.27354e+06,+765049
2000-01-09 12:01:00 EST,10,8,11,+768944,+384945,+684907,+158107,+839355,+234441,+2.29321e+06,+777494
2000-01-09 13:01:00 EST,10,8,11,+779871,+392933,+735765,+203101,+841819,+232908,+2.35746e+06,+828943
2000-01-09 14:01:00 EST,10,8,11,+775508,+390183,+670302,+146062,+843881,+238801,+2.28969e+06,+775046
2000-01-09 15:01:00 EST,10,8,11,+748144,+368682,+656508,+134031,+831187,+233103,+2.23584e+06,+735816
2000-01-09 16:01:00 EST,10,8,11,+768645,+382707,+703527,+173342,+836981,+235606,+2.30915e+06,+791655
2000-01-09 17:01:00 EST,10,8,11,+763890,+377361,+730097,+196684,+838863,+236687,+2.33285e+06,+810733
2000-01-09 18:01:00 EST,10,8,11,+755863,+373352,+707067,+174759,+837268,+237822,+2.3002e+06,+785933
2000-01-09 19:01:00 EST,10,8,11,+763962,+381923,+728784,+190695,+844747,+240506,+2.33749e+06,+813124
2000-01-09 20:01:00 EST,10,8,11,+754861,+373503,+733444,+195044,+837396,+236883,+2.3257e+06,+805431
2000-01-09 21:01:00 EST,10,8,11,+745713,+371015,+715633,+179468,+836906,+233518,+2.29825e+06,+784001
2000-01-09 22:01:00 EST,10,8,11,+775098,+387437,+714267,+181294,+840443,+238770,+2.32981e+06,+807501
2000-01-09 23:01:00 EST,10,8,11,+767416,+382707,+678029,+152288,+833744,+233072,+2.27919e+06,+768067
2000-01-10 00:01:00 EST,10,8,11,+769173,+385527,+700021,+171449,+843261,+236867,+2.31245e+06,+793843
2000-01-10 01:01:00 EST,10,8,11,+764455,+380433,+710219,+177835,+835981,+236039,+2.31065e+06,+794307
2000-01-10 02:01:00 EST,10,8,11,+778957,+393524,+711176,+180048,+839607,+232721,+2.32974e+06,+806293
2000-01-10 03:01:00 EST,10,8,11,+765346,+382050,+686498,+158065,+837995,+234918,+2.28984e+06,+775033
2000-01-10 04:01:00 EST,10,8,11,+776418,+388396,+693417,+165983,+831342,+228621,+2.30118e+06,+783000
2000-01-10 05:01:00 EST,10,8,11,+741938,+365316,+657690,+137150,+833682,+232630,+2.23331e+06,+735096
2000-01-10 06:01:00 EST,10,8,11,+747287,+372976,+672330,+145734,+843828,+238128,+2.26345e+06,+756838
2000-01-10 07:01:00 EST,10,8,11,+760383,+377284,+687608,+160717,+836442,+232921,+2.28443e+06,+770923
2000-01-10 08:01:00 EST,10,8,11,+777162,+391879,+670335,+142702,+841767,+238586,+2.28926e+06,+773167
2000-01-10 09:01:00 EST,10,8,11,+764629,+379968,+682194,+152469,+836262,+238237,+2.28309e+06,+770674
2000-01-10 10:01:00 EST,10,8,11,+755404,+372632,+720603,+188311,+829553,+229860,+2.30556e+06,+790802
2000-01-10 11:01:00 EST,10,8,11,+753041,+373675,+694710,+163117,+844087,+242223,+2.29184e+06,+779015
2000-01-10 12:01:00 EST,10,8,11,+767205,+384382,+734276,+198907,+844007,+236719,+2.34549e+06,+820008
2000-01-10 13:01:00 EST,10,8,11,+764705,+381762,+679792,+154643,+832992,+229404,+2.27749e+06,+765809
2000-01-10 14:01:00 EST,10,8,11,+800836,+406086,+756590,+216451,+848810,+241526,+2.40624e+06,+864063
